"Product_Name","Supplier_Name","Article_Number","Category","Volumn","Alcohol_Percent","Country","Producer","Package"
"Coca-Cola 10-p BRK","Coca-cola European Partners Pl","103659","Burkar, läsk odyl","2017","","","","1x10x33 cl"
"Vildsoda Blåbär ENGL","Nyckelbryggerier Aktiebolaget","119767","Drickfärdiga drycker, övr smak","270","","","","24x330 cl"
"Limejuice BIB","Eckes Granini Sverige AB","121075","Drickfärdiga drycker, citrus","1003037","","","","1x5 l"
"Lättdryck Apelsin Persika","Orkla Foods Sverige","102320","Måltidsdricka konc, övrig smak","15053","","","","27x20 cl"
"Nygårda Hallonsoda EKO 33cl PET","Spendrups Bryggeri AB","120427","PET, läsk odyl","1376039","","","","18x33 cl"
"Pärondryck","B&p Handelskompagni AB","114256","Drickfärdiga drycker, övr smak","255730","","","","12x1 l"
"Loka mango päron pet","Spendrups Bryggeri AB","108460","PET","1230643","","","","8x150 cl"
"Rally Cola PET","Vasa Bryggeri Dryckesbolaget","112164","PET, läsk odyl","1530","","","","24x33 cl"
"Hallonsaft","Orkla Foods Sverige","117563","Saft: hallon, jordgubb","55958","","","","12x58 cl"
"Pilsner 3.5% 6-pack BRK","Piwa Food AB","121021","Folköl","402021","","","","4x6x50 cl"
"Nygårda Päronsoda EKO 33cl PET","Spendrups Bryggeri AB","120426","PET, läsk odyl","1375939","","","","18x33 cl"
"BCAA Fläder Koffeinfri","Peoples Choice AB","120478","Sportdrycker","67","","","","24x33 cl"
"Kaffesyrup vanilj EKO","Saturnus AB","118568","Drinkbaser","05231","","","","12x73,5 cl"
"Körsbärsdryck osötad 1+9","Orkla Foods Sverige","108756","Måltidsdricka konc, övrig smak","15176","","","","8x1 l"
"Fanta Pink Grapefruit Zero sugar PET","Coca-cola European Partners Pl","118487","PET, läsk odyl","7409","","","","8x150 cl"
"Windspiel Tonic BRK","Smaksinnet AB","117486","Burkar, läsk odyl","DEU.WS.0002","","","","24x20 cl"
"Pepsi Max BIB","Carlsberg Sverige AB","103399","Engångsförp, läsk odyl","21562","","","","1x10 l"
"Shorty Jordgubb, banan & guava","Froosh Sverige AB","120021","Smoothie","15003109","","","","24x15 cl"
"Äppelmust Årets Skörd ENGL","Kiviks Musteri AB","114392","Must","62972","","","","12x75 cl"
"7-up BIB","Carlsberg Sverige AB","103402","Engångsförp, läsk odyl","21563","","","","1x10 l"
"Red Bull MIX 3 smaker 1/3 pall BRK","Red Bull Sweden AB","117552","Sportdrycker","99169","","","","504x25 cl"
"Fanta Blood Orange zero","Coca-cola European Partners Pl","121459","Burkar, läsk odyl","7494","","","","6x6x33cl"
"Påskmust gammeldags PET","Vasa Bryggeri Dryckesbolaget","103727","PET, läsk odyl","1105","","","","24x50 cl"
"Monster Energy BRK","Coca-cola European Partners Pl","121061","Sportdrycker","0553","","","","6x4x50 cl"
"Sirap Tonic Koncentrat","Carlsberg Sverige AB","114954","Måltidsdricka konc, övrig smak","21939","","","","1x10 l"
"Grapefrukt KRAV ENGL","Saltå Kvarn AB","110041","Juice drickfärdig: övriga smak","5409","","","","6x20 cl"
"Grebbestad Julmust REGL","Grebbestad Bryggeri AB","775707","Returglas, läsk odyl","512241","","","","15x50 cl"
"Pepsi Mix Hlvp PET","Carlsberg Sverige AB","790877","PET, läsk odyl","21607","","","","192x150 cl"
"Vira Blåtira","Vasa Bryggeri Dryckesbolaget","120576","Drickfärdiga drycker, övr smak","1352","","","","8x1,5 l"
"Red Bull Energidryck ALU","Red Bull Sweden AB","121467","Sportdrycker","220692","","","","24x33 cl"
"Monster energy ultra BRK","Coca-cola European Partners Pl","120661","Sportdrycker","0527","","","","24x35,5 cl"
"Somersby Rosé 0,0% 33E Alkoholfri","Carlsberg Sverige AB","122050","Cider alkoholfri","20108","","","","24x33 cl"
"Coca-Cola zero 6-p BRK","Coca-cola European Partners Pl","111044","Burkar, läsk odyl","2822","","","","1x6x33 cl"
"BUHO Original Kola","Real Mexican","121938","Engångsförp, läsk odyl","BE10","","","","24x35,5 cl"
"Pineapple Grapefruit 07 vätskebalans PET","Norr Company Sweden AB","104751","Drickfärdiga drycker, övr smak","070001-1","","","","12x50 cl"
"Trocadero zero 150cl PET","Spendrups Bryggeri AB","120414","Burkar, läsk odyl","1336743","","","","8x150 cl"
"Pepsi Cola PET","Carlsberg Sverige AB","113127","PET, läsk odyl","11868","","","","24x33 cl"
"Aloe Vera Energy Orginal BRK","Njie Foods AB","115282","Drickfärdiga drycker, övr smak","3010","","","","24x33 cl"
"BUHO Lime-Mint","Real Mexican","121927","Engångsförp, läsk odyl","BE01","","","","24x35,5 cl"
"Mineralvatten Stilla naturligt","Saturnus AB","121987","PET","73170088","","","","20x30 cl"
"Ginger Lemon 04 vätskebalans PET","Norr Company Sweden AB","104750","Drickfärdiga drycker, citrus","040001-1","","","","12x50 cl"
"Revolt Citrus BRK","Hemberga Dryckesgrossisten AB","120658","Burkar, läsk odyl","1437","","","","12x50 cl"
"Mineralvatten utan kolsyra PET","Hemberga Dryckesgrossisten AB","114649","PET","252","","","","24x50 cl"
"Glaceau smartwater still PET","Coca-cola European Partners Pl","121565","Drickfärdiga drycker, övr smak","0410","","","","12x60 cl"
"Red Bull 4-pack sockerfri BRK","Red Bull Sweden AB","121781","Sportdrycker","210862","","","","6x4x25 cl"
"Apelsin juice","Eckes Granini Sverige AB","208354","Juice koncentrerad","1004665","","","","1x10 l"
"Tranbärsdricka 1+4 utan tillsatt socker","B&p Handelskompagni AB","757724","Måltidsdricka konc, övrig smak","170417","","","","12x1 l"
"Coca-Cola & Cola zero 150cl mix halvpall PET","Coca-cola European Partners Pl","116726","PET, läsk odyl","7596","","","","192x150 cl"
"Fentimans Sparkling Raspberry ENGL","Dryck Sthlm AB","121551","Engångsförpackningar","2760","","","","12x27,5 cl"
"Zingo Tropical PET","Carlsberg Sverige AB","108798","PET, läsk odyl","22944","","","","8x150 cl"
"Schweppes Pear Fusion PET","Spendrups Bryggeri AB","100959","PET, läsk odyl","1332543","","","","8x150 cl"
"Lemonade  ENGL","Herrljunga Cider AB","116281","Drickfärdiga drycker, citrus","LO301","","","","12x33 cl"
"Vira Blåtira FREE Sockerfri","Vasa Bryggeri Dryckesbolaget","120584","Drinkbaser","1154","","","","24x50 cl"
"Supasawa Sour Mix 700ml","Barkonsult AB","121870","Drinkbaser","Supasawa","","","","6x700 ml"
"Indian Tonic Zero PET","Spendrups Bryggeri AB","109985","PET, läsk odyl","1332943","","","","8x150 cl"
"Schweppes Mojito PET","Spendrups Bryggeri AB","115617","PET, läsk odyl","1374143","","","","8x150 cl"
"ProPud Shake Chokladboll","Njie Foods AB","120351","Proteindryck","1260","","","","8x330 ml"
"Tuborg guld 3,5% 6-pack","Carlsberg Sverige AB","106803","Folköl","22437","","","","4x6x50 cl"
"Loranga Apelsin PET","Vasa Bryggeri Dryckesbolaget","777569","PET, läsk odyl","1312","","","","8x150 cl"
"Tranbärsdryck 1+4","B&p Handelskompagni AB","757741","Måltidsdricka konc, övrig smak","170363","","","","12x1 l"
"Äppeljuice BIB KRAV","Kalasföretaget Säljprofilen AB","109954","Drickfärdiga drycker, övr smak","227331","","","","3x3 l"
"Juice Apelsin Mango","Skånemejerier Storhushåll AB","210107","Juice drickfärdig","56160","","","","6x1 l"
"Pärondryck koncentrat","Kiviks Musteri AB","143257","Måltidsdricka konc, övrig smak","72831","","","","27x20 cl"
"Ramlösa Mix Halvpall PET","Carlsberg Sverige AB","116064","PET","14232","","","","192x1,5 l"
"Bröderna Bommen 3,5 Classic Folköl","Bröderna Bommen AB","723311","Folköl","2015","","","","20x33 cl"
"Äppeldryck koncentrat","Kiviks Musteri AB","139255","Måltidsdricka konc, äpple","72981","","","","27x20 cl"
"Apelsin/Rödgrape","Arla Foods AB","213095","Juice drickfärdig","725","","","","6x1 l"
"Måltidsdryck tropisk lättsockrad","Roberts I Örebro AB","715567","Måltidsdricka konc, övrig smak","9439","","","","1x10 l"
"Ramlösa Original PET","Carlsberg Sverige AB","116329","PET","14151","","","","12x33 cl"
"Chill Out Spark Elderflower 0,5%","Altia Sweden AB","120032","Alkoholfritt alt","1022423","","","","6x75 cl"
"Fruktis Apelsin BRIK","Kalasföretaget Säljprofilen AB","119946","Juice drickfärdig","120025-P","","","","27x200 ml"
"Coco Bahia PET","Vasa Bryggeri Dryckesbolaget","104413","PET, läsk odyl","1319","","","","8x150 cl"
"Ramlösa Rabarber Jordgubb 150 PET","Carlsberg Sverige AB","118394","PET","16703","","","","8x150 cl"
"Bordsdricka PET","Vasa Bryggeri Dryckesbolaget","750764","PET, läsk odyl","1317","","","","8x150 cl"
"Gammeldags Geléhallon","Vasa Bryggeri Dryckesbolaget","120575","Drinkbaser","1337","","","","8x1,5 l"
"Apelsinjuice Äpple Mandarin","Skånemejerier Storhushåll AB","733285","Juice drickfärdig","56103","","","","6x2 l"
"Red Bull Sockerfri Purple Edition","Red Bull Sweden AB","120200","Sportdrycker","214767","","","","12x25 cl"
"Päronsaft PET","Orkla Foods Sverige","115660","Saft: övriga smaker","34713","","","","12x950 ml"
"HEAT BCAA Mango Passion FRT BRK","Nutramino AB","120930","Burkar, läsk odyl","1073367","","","","24x33 cl"
"Pomril Special FREE","Vasa Bryggeri Dryckesbolaget","121376","PET, läsk odyl","1334","","","","8x150 cl"
"Florida Pride Lime påse","Barkonsult AB","710483","Drinkbaser","8-47","","","","12x170 g"
"ProPud Cold Brew Coffee Latte","Njie Foods AB","121517","Proteindryck","2400","","","","12x330 ml"
"Smoothie Mango, Guarana & Coffee extract","Froosh Sverige AB","121451","Smoothie","25003222","","","","12x25 cl"
"Tranbärsdryck EKO ENGL","Bornholms Mosteri A S","111534","Engångsförp, läsk odyl","FSOT01","","","","20x27,5 cl"
"Norrland Guld 3,5% helpall BRK","Spendrups Bryggeri AB","104932","Folköl","1148628","","","","126x6x50 cl"
"Pomril Special FREE","Vasa Bryggeri Dryckesbolaget","121378","PET, läsk odyl","1134","","","","24x50 cl"
"Gainomax Recovery Toffee","Norrmejerier Ek.förening","121478","Proteindryck","1506","","","","16x25 cl"
"Ingefärsdricka EKO ENGL","Midsona Sverige (markatta)","112163","Juice drickfärdig: övriga smak","117131","","","","20x27,5 cl"
"Shake Strwaberry PET","Nutramino AB","120944","Smoothie","1084891","","","","12x33 cl"
"Grönsaksjuice KRAV ENGL","Saltå Kvarn AB","780683","Juice drickfärdig: övriga smak","5404","","","","6x20 cl"
"Smoothie Lemonbalm, Chamomile & Pineapple","Froosh Sverige AB","211612","Smoothie","25003223","","","","12x25 cl"
"Freeno jordgubb lime PET","Njie Foods AB","118651","Drickfärdiga drycker, övr smak","6030","","","","12x50 cl"
"Sockerdrick Gammeld PET","Vasa Bryggeri Dryckesbolaget","738340","PET, läsk odyl","1320","","","","8x150 cl"
"Smoothie Antioxidant","Innocent AB","211670","Smoothie","231688","","","","6x75 cl"
"Siddni PET","Vasa Bryggeri Dryckesbolaget","733157","PET, läsk odyl","1310","","","","8x150 cl"
"Juice på höstpäron Alain Millait Cox Orange","Dryck Sthlm AB","115367","Juice drickfärdig: övriga smak","3004","","","","12x33 cl"
"Monin Rostad Hasselnöt","Barkonsult AB","719018","Drinkbaser","M89","","","","6x700 ml"
"Loka Mix 1/3 pall PET","Spendrups Bryggeri AB","118998","PET","1236740","","","","360x50 cl"
"Ramlösa Citrus PET","Carlsberg Sverige AB","116328","PET","14152","","","","12x33 cl"
"Citronil PET","Vasa Bryggeri Dryckesbolaget","111962","PET, läsk odyl","1324","","","","8x150 cl"
"Svart vinbärsdryck EKO","Bornholms Mosteri A S","111539","Engångsförp, läsk odyl","FSOS01","","","","20x27,5 cl"
"Nectar Cassis Svartvinbär","Dryck Sthlm AB","121673","Juice drickfärdig: övriga smak","3034","","","","12x33 cl"
"Guldus PET","Vasa Bryggeri Dryckesbolaget","703487","PET, läsk odyl","1116","","","","24x50 cl"
"Måltidsdryck citron BaginBox Lättsockrad","Roberts I Örebro AB","743059","Måltidsdricka konc, övrig smak","9409","","","","1x10 l"
"Loka Hallon 33cl å- PET","Spendrups Bryggeri AB","120439","PET","1239039","","","","18x33 cl"
"Coca-Cola zero lemon PET","Coca-cola European Partners Pl","121456","PET, läsk odyl","2831","","","","12x100 cl"
"Råå organic 2.8 EKO","Råå Bryggeri AB","119209","Folköl","2.8","","","","24x33 cl"
"Juice Äpple nypressad","Arla Foods AB","205166","Juice koncentrerad","66801","","","","6x85 cl"
"Äpple 01 PET","The Norr Company Sweden AB","121320","Drickfärdiga drycker, övr smak","010001-1","","","","12x50 cl"
"Cold Brew Antiouquia FT","Löfbergs Lila AB","211372","Dryck övrig","10691","","","","12x25 cl"
"Coca-Cola zero halvpall PET","Coca-cola European Partners Pl","123876","PET, läsk odyl","2881","","","","192x150 cl"
"Caliente Organic Plum Rosemary Chili EKO ENGL","Caliente Beverages Int AB","118216","Drickfärdiga drycker, övr smak","7004","","","","12x25 cl"
"Coca-Cola / Coca-Cola zero 1/3 pall 50cl PET","Coca-cola European Partners Pl","120083","PET, läsk odyl","2993","","","","325x50 cl"
"Svartvinbärsdryck koncentrat","Orkla Foods Sverige","201575","Juicekoncentrat: övriga smaker","0895","","","","18x2,5 dl"
"Nygårda Apelsin PET","Spendrups Bryggeri AB","109226","PET, läsk odyl","1302739","","","","18x33 cl"
"Måltidsdricka Citron Light 1+9 sockerfri","Fruktjuice I Enköping AB","120138","Måltidsdricka konc, övrig smak","3002-01","","","","6x1 L"
"Morning Apelsindryck 1+9 BIB osockrad","Roberts I Örebro AB","704315","Måltidsdricka konc, övrig smak","6209","","","","1x10 l"
"Julmust halvpall PET","Carlsberg Sverige AB","116137","PET, läsk odyl","21577","","","","192x140 cl"
"Njie Candy Twist Energidryck","Njie Foods AB","120599","Drickfärdiga drycker, övr smak","7060","","","","12x33 cl"
"Energidr Xray BRK","Piwa Food AB","106486","Sportdrycker","383901","","","","24x25 cl"
"Coca-Cola halvpall PET","Coca-cola European Partners Pl","120221","PET, läsk odyl","2081","","","","192x150 cl"
"Äppelmust","Dryck Sthlm AB","121915","Juice drickfärdig: övriga smak","3003","","","","12x33 cl"
"Monster Hydro Tropical Thunder PET","Coca-cola European Partners Pl","120203","Sportdrycker","0533","","","","12x55 cl"
"Mountain Dew Game Blast PET","Carlsberg Sverige AB","116334","PET, läsk odyl","15666","","","","12x50 cl"
"Nectar gjord på vit persika ENGL","Dryck Sthlm AB","121698","Nektar","3008","","","","12x33 cl"
"Blackcurrant 08 vätskebalans PET","Norr Company Sweden AB","104752","Drickfärdiga drycker, övr smak","080001-1","","","","12x50 cl"
"Capri Sonne Orange Peach 10-p","Coca-cola European Partners Pl","114662","Drickfärdiga drycker, övr smak","1724","","","","15x33 cl"
"ProPud Cold Brew Coffee Caramel Vanilla","Njie Foods AB","121518","Proteindryck","2420","","","","12x250 ml"
"Apelsinjuice","Arla Foods AB","203349","Juice drickfärdig","7476","","","","6x1,75 l"
"Mountain Dew BRK","Carlsberg Sverige AB","116645","Burkar, läsk odyl","15459","","","","4x6x33 cl"
"NOBE LaLa Fruits PET","Vitamin Well AB","211614","Drickfärdiga drycker, övr smak","7110","","","","20x50 cl"
"Red Bull Energy Drink 250 ml 4-p 1/3 pall EXPO BRK","Red Bull Sweden AB","121859","Sportdrycker","99389","","","","126x4x250 ml"
"Lättdryck lingon tranbär","Orkla Foods Sverige","102329","Måltidsdricka konc, övrig smak","16753","","","","27x20 cl"
"Aranciata Apelsin ENGL","Dryck Sthlm AB","121026","Engångsförp, läsk odyl","2302","","","","24x27,5 cl"
"Smoothie Kiwi Zucchini Äpple","Skånemejerier Wrap Rls","211425","Smoothie","56594","","","","6x1 l"
"Fentimans Tonic water ENGL","Dryck Sthlm AB","121509","Engångsförp, drinkvatten","2001","","","","24x20 cl"
"Caffeinaed Water Strawberry PET","Löfbergs Lila AB","121268","Sportdrycker","10627","","","","12x50 cl"
"Schweppes Lemon PET","Spendrups Bryggeri AB","732656","PET, läsk odyl","1329340","","","","24x50 cl"
"Brooklyn Half Ale 3,4% EG","Carlsberg Sverige AB","120940","Folköl","15227","","","","6x4x35,5 cl"
"Smoothie Shape up","Vivalicious","121930","Smoothie","299354","","","","12x250 ml"
"Litchi Monin lös fl","Barkonsult AB","121731","Drinkbaser","M38-fl","","","","6x70 cl"
"G:D Hallon & lakritsbåtar","Vasa Bryggeri Dryckesbolaget","121381","PET, läsk odyl","1338","","","","8x150 cl"
"Blandsaft Svart Vinbär PET","Orkla Foods Sverige","104755","Saft: svart vinbär","34613","","","","12x950 ml"
"Smooth Style Apelsin","Orkla Foods Abba","207867","Juice drickfärdig","340018871","","","","6x1,75 l"
"Marie Brizard Syrup Grenadine","Berntson Brands AB","117543","Drinkbaser","9228101","","","","6x70 cl"
"Fanta Shokata Lemon Elderflower","Coca-cola European Partners Pl","121460","PET, läsk odyl","4140","","","","8x150 cl"
"Eriksberg 3,5%","Carlsberg Sverige AB","120192","Öl alkoholfri","18430","","","","6x4x50 cl"
"Shake Chocklad PET","Nutramino AB","120942","Chokladdryck","1084890","","","","12x33 cl"
"Pripps B Pure 3,5% 6-pack","Carlsberg Sverige AB","105724","Folköl","22366","","","","4x6x33 cl"
"Ice tea citron","B&p Handelskompagni AB","113597","Drickfärdiga drycker, övr smak","255930","","","","12x1 l"
"Fruktvatten Fröjd Grape ENGL","Kiviks Musteri AB","120902","Drickfärdiga drycker, citrus","63372","","","","20x33 cl"
"Vildsoda Lingon ENGL","Nyckelbryggerier Aktiebolaget","119772","Drickfärdiga drycker, övr smak","241","","","","24x330 cl"
"Päroncider alkoholfri PET","Kiviks Musteri AB","121650","Cider alkoholfri","60822","","","","6x1 l"
"Fruktis Päron BRIK","Kalasföretaget Säljprofilen AB","119947","Juice drickfärdig: övriga smak","220025-P","","","","27x200 ml"
"Coca-Cola light BIB","Coca-cola European Partners Pl","776374","Engångsförp, läsk odyl","2161","","","","1x10 l"
"Gainomax Recovery Banan/ Vanilla","Norrmejerier Ek.förening","121474","Proteindryck","1505","","","","16x25 cl"
"Crush Citron PET","The Smiling Group Ab/seb","118826","Drickfärdiga drycker, citrus","1900","","","","12x50 cl"
"Portello light PET","Vasa Bryggeri Dryckesbolaget","794510","PET, läsk odyl","1304","","","","8x150 cl"
"Vira Blåtira FREE Sockerfri","Vasa Bryggeri Dryckesbolaget","120577","Drinkbaser","1354","","","","8x1,5 l"
"Freeno Cactus Lime PET","Njie Foods AB","120916","Drickfärdiga drycker, citrus","6040","","","","12x50 cl"
"Caliente Tranbär Granatäpple Chili EKOENGL","Caliente Beverages Int AB","115826","Drickfärdiga drycker, övr smak","7001","","","","12x25 cl"
"Stilla vatten PET","Spendrups Bryggeri AB","115164","PET","1212142","","","","12x80 cl"
"Cold Brew Antioquia FT","Löfbergs Lila AB","120745","Drickfärdiga drycker, övr smak","10695","","","","8x1 l"
"Lingondryck lättsoc 1+5","Fruktjuice I Enköping AB","726732","Måltidsdricka konc, lingon","3352-01E","","","","12x1 l"
"Crush Ingefära PET","The Smiling Group Ab/seb","121053","Drickfärdiga drycker, övr smak","1904","","","","12x50 cl"
"Fentimans Lemon Shandy","Dryck Sthlm AB","116059","Engångsförp, drinkvatten","FMS001","","","","12x27,5 cl"
"Kaffesyrup caramel EKO","Saturnus AB","118569","Drinkbaser","05212","","","","12x73,5 cl"
"Monin Pistage","Barkonsult AB","779752","Drinkbaser","M39","","","","6x70 cl"
"Julmust light PET pall","Spendrups Bryggeri AB","103028","PET, läsk odyl","1303647","","","","192x150 cl"
"Vasa Mix läsk 1,5l, halvpall PET","Vasa Bryggeri Dryckesbolaget","111964","PET, läsk odyl","1905","","","","192x150 cl"
"Kokosvatten Lemonad","Biofood-biolivs AB","115835","Drickfärdiga drycker, citrus","1202K10","","","","12x33 cl"
"Cold Brew Original FT EKO","Löfbergs Lila AB","115873","Dryck övrig","10529","","","","12x25 cl"
"Jordgubbssaft","Orkla Foods Sverige","117565","Saft: hallon, jordgubb","56358","","","","12x58 cl"
"Lättöl 33 cl 2,25% returglas","Åbro Bryggeri AB","121876","Lättöl","106","","","","24x33 cl"
"Fanta Blood Orange zero","Coca-cola European Partners Pl","121458","PET, läsk odyl","7495","","","","8x150 cl"
"Sundis apelsinjuice KRAV","Kalasföretaget Säljprofilen AB","109936","Juice drickfärdig","227340","","","","10x1 l"
"Coca-Cola 6-p BRK","Coca-cola European Partners Pl","111043","Burkar, läsk odyl","2022","","","","1x6x33 cl"
"Lingondryck BIB","Roberts I Örebro AB","792996","Måltidsdricka konc, lingon","6319","","","","1x10 l"
"Monin Ismint","Barkonsult AB","719012","Drinkbaser","M43","","","","6x700 ml"
"Äpplemust i Bägare","Kullabygdens Musteri AB","119873","Must","4008010","","","","36x20 cl"
"Pierre Zero Sparkling alkf","Viva Wine & Spirits Group AB","121406","Alkoholfritt alt","70WT0018","","","","6x75 cl"
"Monster Juiced Pipeline Punsch 50cl BRK","Coca-cola European Partners Pl","121575","Sportdrycker","0529","","","","24x50 cl"
"Trocadero Fridgepack 33cl BRK","Spendrups Bryggeri AB","120409","Burkar, läsk odyl","1309033","","","","10x33 cl"
"Aquad or Sparkles Fläder Citron","Saturnus AB","120483","Drickfärdiga drycker, övr smak","73170535","","","","12x50 cl"
"Limejuice","Eckes Granini Sverige AB","121988","Juicekoncentrat: övriga smaker","1007448","","","","12x1 l"
"Bernard Free 33 cl Alkoholfri 0,5% ENGL","Galatea AB","725235","Öl alkoholfri","1698-03","","","","24x33 cl"
"Nygårda Ekfatslagrad Julmust 33cl REGL","Spendrups Bryggeri AB","110005","Returglas, läsk odyl","1333211","","","","24x33 cl"
"Gordon's Non Alc Gin&Tonic Lime alkfri","Diageo Sweden AB","121865","Drinkbaser","748690","","","","24x25 cl"
"Caffeine Water Lemon PET","Löfbergs Lila AB","121267","Sportdrycker","10626","","","","12x50 cl"
"Pistonhead Flat Tire 3,5% 4-p 33cl BRK","Spendrups Bryggeri AB","108201","Folköl","1190237","","","","6x4x33 cl"
"Coca-Cola halvpall PET","Coca-cola European Partners Pl","158957","PET, läsk odyl","2084","","","","140x2 l"
"Bara blåbär","Öster-övsjö Gård","109693","Dryck övrig","458","","","","20x37,5 cl"
"Apelsinsaft PET","Orkla Foods Sverige","115654","Saft: apelsin, citron","34413","","","","12x95 cl"
"Svarta Vinbär Aronia KRAV","Brill & Co AB","122046","Must","350203","","","","20x250 ml"
"BUHO Hibiscus-Pomegranate","Real Mexican","121926","Engångsförp, läsk odyl","BE05","","","","24x35,5 cl"
"Schweppes Ginger Beer 50cl å- PET","Spendrups Bryggeri AB","122000","PET, läsk odyl","1300840","","","","24x50 cl"
"Lemon Elderflower 02 vätskebalans PET","Norr Company Sweden AB","104749","Drickfärdiga drycker, citrus","020001-1","","","","12x50 cl"
"Monin Popcorn lös flaska","Barkonsult AB","108682","Drinkbaser","M179-fl","","","","6x70 cl"
"Gammeldags Julskum","Vasa Bryggeri Dryckesbolaget","121896","Drickfärdiga drycker, övr smak","1339","","","","8x1,5 l"
"Pierre Zero Merlot alkf","Viva Wine & Spirits Group AB","121407","Alkoholfritt alt","70WT0016","","","","6x75 cl"
"Copenhagen Sparkling Tea Blue EKO Alkfri","Spivi AB","120645","Alkoholfritt alt","100601","","","","6x75 cl"
"Pierre Zero Chardonnay alkf","Viva Wine & Spirits Group AB","121405","Alkoholfritt alt","70WT0017","","","","6x75 cl"
"BUHO Mango-Passion","Real Mexican","121936","Engångsförp, läsk odyl","BE03","","","","24x35,5 cl"
"Mineralvatten stilla Acqua Panna REGL","Enjoy Wine & Spirits AB","718530","Returglas","4702","","","","24x50 cl"
"Vildsoda Hjortron ENGL","Nyckelbryggerier Aktiebolaget","119764","Drickfärdiga drycker, övr smak","240","","","","24x330 cl"
"Rescued Apelsin","Rescued Fruits AB","121279","Juice drickfärdig: övriga smak","0030","","","","20x27 cl"
"Dryck Havtorn","Kiviks Musteri AB","103620","Drickfärdiga drycker, övr smak","73395","","","","10x1 l"
"Aquad or Sparkles Äpple Rabarber","Saturnus AB","120486","Drickfärdiga drycker, övr smak","73170534","","","","12x50 cl"
"BUHO Orange-Tangerine","Real Mexican","121935","Engångsförp, läsk odyl","BE02","","","","24x35,5 cl"
"Äppelcider Skånsk ENGL","Kiviks Musteri AB","119832","Cider alkoholfri","60973","","","","20x33 cl"
"Ingefära gurkmeja shot ENGL","Eckes Granini Sverige AB","121029","Juice drickfärdig: övriga smak","1006380","","","","8x50 cl"
"Citronjuice","Eckes Granini Sverige AB","121976","Juice drickfärdig","1007445","","","","12x1 l"
"Roses Lemon","Haugen-gruppen AB","100310","Drinkbaser","253397","","","","6x57 cl"
"Druvmust på Cabernet druva från Bourdeaux","Dryck Sthlm AB","121888","Must","3009","","","","12x33 cl"
"Måltidsdricka Tropisk Light 1+9, sockerfri","Fruktjuice I Enköping AB","120139","Måltidsdricka konc, övrig smak","3004-01","","","","6x1 L"
"Nocco Winter 33 cl Edition 2019","Vitamin Well AB","121969","Burkar, läsk odyl","6250","","","","24x33 cl"
"Nocco Winter Edition 2019 250 ml","Vitamin Well AB","121970","Burkar, läsk odyl","6251","","","","24x25 cl"
"Tonic Water East Imperial Old World","Amka Vinimport AB","115011","Engångsförp, drinkvatten","X5366EI0204","","","","24x15 cl"
"Äppeldryck BIB","Unique Beverage System AB","105430","Juicekoncentrat: övriga smaker","105141","","","","1x10 l"
"Somersby Secco 0,0% 33E","Carlsberg Sverige AB","122051","Cider alkoholfri","20038","","","","24x33 cl"
"Capri-Sun Kirsche & Granatapfel 33cl påse","Coca-cola European Partners Pl","119268","Drickfärdiga drycker, övr smak","1741","","","","15x33 cl"
"Pepsi Max Ginger PET","Carlsberg Sverige AB","118369","PET, läsk odyl","16728","","","","24x50 cl"
"Äppeljuice koncentrat","Fruktjuice I Enköping AB","108903","Juicekoncentrat: övriga smaker","3102-09","","","","1x9 l"
"Zingo Sorbet 33 cl BRK","Carlsberg Sverige AB","121996","Burkar, läsk odyl","20245","","","","24x33 cl"
"Badoit Naturligt Kolsyrat Mineralvatten ENGL","Saturnus AB","109574","Engångsförpackningar","7681","","","","20x33 cl"
"Aquad'or Sparkles Jordgubb och Hallon","Saturnus AB","120484","Drickfärdiga drycker, övr smak","73170533","","","","12x50 cl"
"Alkoholfri Påskbrygd 33cl engångsglas","Spendrups Bryggeri AB","117632","Öl alkoholfri","1189611","","","","24x33 cl"
"Coca-Cola zero 25cl 6-pack REGL","Coca-cola European Partners Pl","118550","Returglas, läsk odyl","2829","","","","4x6x25 cl"
"Dr Pepper Zero 50cl å-pet","Spendrups Bryggeri AB","121973","Burkar, läsk odyl","1300740","","","","24x50 cl"
"Mikkeller Drink'in Berliner Passion 2,7%","Brill & Co AB","116387","Folköl","6426103","","","","24x33 cl"
"Zingo Sorbet 150 cl PET","Carlsberg Sverige AB","121995","PET, läsk odyl","20243","","","","8x150 cl"
"Brooklyn non alco Alkfr","Carlsberg Sverige AB","122049","Öl alkoholfri","20144","","","","24x35,5 cl"
"Aloe Vera Aloha Sockerfri PET","Vitamin Well AB","122040","Drickfärdiga drycker, övr smak","7120","","","","20x50 cl"
"Francos Lime Sweet & Sour","Barkonsult AB","114284","Drinkbaser","8-49","","","","12x680 g"
"Morning lingon 1+9 osockrad","Roberts I Örebro AB","744494","Måltidsdricka konc, lingon","6310","","","","10x1 l"
"Äpplejuice flaska","Skånemejerier Storhushåll AB","207929","Juice drickfärdig","56491","","","","6x33 cl"
"Glaceau Smartwater Sparkling PET","Coca-cola European Partners Pl","121566","Drickfärdiga drycker, övr smak","0411","","","","12x60 cl"
"Pink Grape Juice konc 1+5 för maskin GR","Unique Beverage System AB","120898","Juice koncentrerad","2004","","","","1x10 l"
