"Product_Name","Supplier_Name","Article_Number","Category","Volumn","Alcohol_Percent","Country","Producer","Package"
"Bols Crème de Bananes","Edrington Sweden AB","773962","Frukt-och bärlikörer","10710252","17","Nederländerna","Bols","6x50 cl"
"Eau-de-Vie ** PET","Pernod Ricard Sweden AB","707511","Vindestillat","1050200","38","Frankrike","V & S","12x70 cl"
"Martell VS SD 70 cl","Pernod Ricard Sweden AB","768870","Vindestillat","1050518","40","Frankrike","Martell","6x70 cl"
"Sour Fisk Sour Strawberry","Viva Wine & Spirits Group AB","720920","Övrig likör","8238901","15","Danmark","United Drinks","6x70 cl"
"Jacob's Creek Shiraz Cabernet Sauvignon Organic EKO","Pernod Ricard Sweden AB","703859","Fylligt","1050035","12","Australien","Orlando","6x75 cl"
"Lysholms Linie Aquavit","Arcus Sweden AB","702237","Kryddat brännvin","5901/12A","41.5","Norge","","12x70 cl"
"Stonewood Pinot Noir","Hermansson & Co AB","719622","USA","1548201","13.5","USA","Scotto Cellars","12x75 cl"
"Spaten München","ABInbev Humulus Sweden","711397","Ljus lager","6524","5.2","Tyskland","Spaten","20x50 cl"
"Grönstedts VS 40% 70cl","Altia Sweden AB","722157","Vindestillat","1022328","40","Frankrike","Altia","6x70 cl"
"Gammal Norrlands Akvavit","Altia Sweden AB","772720","Kryddat brännvin","1013388","40","Sverige","V & S","12x50 cl"
"Ventiterre Montepulciano d’Abruzzo","Pernod Ricard Sweden AB","714696","Fylligt","1050267","13","Italien","Zonin","6x75 cl"
"The Famous Grouse  12 x 5 cl","Edrington Sweden AB","772092","Blended whisky","10070410","40","Storbritannien","Highland Distillers Brands","10x12x5 cl"
"Sailor Jerry Spiced Rum","Nigab AB","702199","Rom","8774701","40","USA","William Grant & Sons","6x70 cl"
"Ga-Jol Grå Spicy Pepper","Viva Wine & Spirits Group AB","704332","Lakritsbitter","8703001","30","Nederländerna","United Drinks","6x70 cl"
"Koskenkorva Vodka 37,5% 70 CL","Altia Sweden AB","720359","Okryddat brännvin","1021561","37.5","Finland","Altia","12x70 cl"
"Courvoisier VSOP","Edrington Sweden AB","722831","Vindestillat","10820110","40","Frankrike","Courvoisier","6x70 cl"
"Patrón Reposado","Bacardi AB","703520","Tequila","3440039","40","Mexico","","6x70 cl"
"Jacob's Creek Semillon Chardonnay","Pernod Ricard Sweden AB","712232","Torrt","1050138","12.5","Australien","Orlando","12x18,7 cl"
"Cocoon Zinfandel","Oenoforos AB","712111","Fylligt","656801","14","USA","Oenoforos AB","12x75 cl"
"Grappa di Aglianco by Strega","Fine Brands","700643","Pressrestsdestillat","8825602","42","Italien","Strega Alberti Benevento","6x50 cl"
"Grönstedts XO 40% 50cl","Altia Sweden AB","722167","Vindestillat","1022333","40","Frankrike","Altia","6x50 cl"
"Angostura Reserva 3 years","Hermansson & Co AB","706703","Rom","8617201","37.5","Trinidad","Angostura","6x70 cl"
"Gekkeikan Sake","Bornicon & Salming AB","772036","Risvin","10401","14.6","Japan","Gekkeikan","12x75 cl"
"Absolut Pears","Pernod Ricard Sweden AB","782803","Smaksatt vodka","1007029","40","Sverige","V & S","12x70 cl"
"Angostura 1919 rom","Hermansson & Co AB","725911","Rom","24650401","40","Trinidad","Angostura","6x70 cl"
"Jacobs Creek Double Barrel Shiraz","Pernod Ricard Sweden AB","721591","Medel fylligt","1050440","14.9","Australien","Pernod Ricard","6x75 cl"
"Duvel","Galatea AB","722732","Ale","1654-03","8.5","Belgien","Duvel Moortgat","24x33 cl"
"OCHO Blanco","Barkonsult AB","717283","Tequila","00794","40","Mexico","Jose Cuervo International","6x50 cl"
"Sun Gate Chardonnay 75 cl","Pernod Ricard Sweden AB","720764","Halvtorrt","1050436","13.5","USA","","6x75 cl"
"Grant's Triple Wood","Nigab AB","768790","Blended whisky","44801","40","Storbritannien","William Grant & Sons","12x70 cl"
"GALLIANO AMARETTO 28% 6X0.5L","Edrington Sweden AB","720394","Choklad-,kaffe- och nötlikörer","10900107","28","Nederländerna","Lucas Bols","6x50 cl"
"Angostura Orange Bitter","Hermansson & Co AB","700677","Aperitif - bitter","8621004","28","Trinidad","Angostura Limiteds","12x10 cl"
"Don Julio Anejo","Diageo Sweden AB","711079","Tequila","9045501","38","Mexico","","6x70 cl"
"Les Cardounettes Rouge EKO","Arvid Nordquist Hab","717093","Fylligt","47752","13","Frankrike","Foncalieu","12x75 cl"
"Absolut Lime","Pernod Ricard Sweden AB","722711","Smaksatt vodka","1050485","40","Sverige","","6x70 cl"
"Sourz Blackcurrant","Edrington Sweden AB","725729","Frukt-och bärlikörer","11360007","15","Spanien","GLOBAL","6x70 cl"
"Sierra Nevada Pale Ale","Wicked Wine Sweden AB","712313","Öl","SPA 035","5.6","USA","Sierra Nevada Brewing","24x35,5 cl"
"Bols Raspberry","Edrington Sweden AB","771566","Frukt-och bärlikörer","10710328","17","Nederländerna","Bols","6x50 cl"
"Kraken black spiced rum","Arcus Sweden AB","713876","Rom","8685501","40","Dominikanska Republiken","_","6x70 cl"
"Sourz Red Berry","Edrington Sweden AB","790168","Likör","11360026","15","USA","Jim Beam Brands","6x70 cl"
"Moncaro rosso Organic EKO","Viva Wine & Spirits Group AB","720292","Medel fylligt","WMMC02","13","Italien","Terre Cortesi Moncaro","12x75 cl"
"Kronenburg 1664 Blanc","Carlsberg Sverige AB","722338","Veteöl","12692","5","Frankrike","","24x33 cl"
"Chianti Riserva Selezione Oro DOCG","Enjoy Wine & Spirits AB","708114","Italien","7921101","13.5","Italien","Piccini","6x75 cl"
"Glenfiddich Reserve 15 years","Nigab AB","744964","Maltwhisky","30801","40","Storbritannien","William Grant & Sons","6x70 cl"
"De Kuyper Curaçao Blue","Pernod Ricard Sweden AB","700847","Frukt-och bärlikörer","1050555","24","Nederländerna","De Kuyper Royal Distillers","6x50 cl"
"Herrgårds Aquavit","Altia Sweden AB","710565","Kryddat brännvin","1013390","40","Sverige","V & S","12x50 cl"
"Monkey 47 Sloe Gin","Pernod Ricard Sweden AB","722939","Gin","1050472","29","Tyskland","","6x50 cl"
"Mezzacorona Merlot DOC","Enjoy Wine & Spirits AB","714409","Medel fylligt","X50080522501","13","Italien","Mezzacorona","12x75 cl"
"Rhum J.M XO","Renbjer & Magnusson AB","720877","Rom","JMR004","45","Frankrike","","6x70 cl"
"Bols Melon","Edrington Sweden AB","747905","Frukt-och bärlikörer","10710253","17","Nederländerna","Bols","6x50 cl"
"Castillo de Molina Cabernet Sauvignon Res","Pernod Ricard Sweden AB","703958","Chile","1005652","13","Chile","Viña San Pedro","6x75 cl"
"One Wine Blanc PET","Bornicon & Salming AB","714861","Torrt","X5202004304","11.5","Frankrike","Paul Sapin","24x18,7 cl"
"Tokaji St. Stephans Crown 5 Puttonyos","Henkell & Co Sverige AB","722433","Ungern","1290502","10.5","Ungern","Henkell & Söhnlein","6x50 cl"
"Strega","Fine Brands","710609","Likörer av örter, frön eller b","X5482ST0101","40","Italien","Strega Alberti Benevento","6x70 cl"
"Brancott Sauvignon blanc","Pernod Ricard Sweden AB","706929","Torrt","1050066","12.5","Nya Zeeland","_","6x75 cl"
"Zacapa XO","Diageo Sweden AB","701877","Rom","9041924","40","Guatemala","Diageo","6x70 cl"
"Jeanmaire Brut","Pernod Ricard Sweden AB","771114","Frankrike","1000290","12","Frankrike","Jeanmaire","6x75 cl"
"Eristoff Vodka","Bacardi AB","721517","Okryddat brännvin","9000005","37.5","Frankrike","Bacardi","6x70 cl"
"Musella Grappa di Amarone EKO","Enjoy Wine & Spirits AB","705377","Pressrestsdestillat","7005802","45","Italien","Musella","6x50 cl"
"Don Julio Rpsdo","Diageo Sweden AB","711081","Tequila","9045503","38","Mexico","","6x70 cl"
"Bols Amaretto","Edrington Sweden AB","773852","Choklad-,kaffe- och nötlikörer","10710254","24","Nederländerna","Bols","6x50 cl"
"Newcastle Brown Ale","Brewery Internat Sweden AB","771220","Ale","202333","4.7","Storbritannien","Scottish & Newcastle","24x33 cl"
"Amaro Montenegro","Renbjer & Magnusson AB","709090","Aperitif - bitter","8621401/6A","23","Italien","","6x70 cl"
"Sun Gate Zinfandel 75 cl","Pernod Ricard Sweden AB","720769","Medel fylligt","1050437","13.5","USA","","6x75 cl"
"Bacardi Pineapple","Bacardi AB","720694","Rom","9045465","32","Tyskland","","6x70 cl"
"De Kuyper Watermelon","Pernod Ricard Sweden AB","706902","Frukt-och bärlikörer","1050558","20","Nederländerna","De Kuyper Royal Distillers","6x70 cl"
"Giffard Fruit de la Passion","Renbjer & Magnusson AB","727968","Frukt-och bärlikörer","GCR026","20","Frankrike","Giffard","6x50 cl"
"Brooklyn Lager","Carlsberg Sverige AB","743019","Ljus lager","11980","5.2","USA","Brooklyn Brewery","24x35,5 cl"
"Bols Triple Sec","Edrington Sweden AB","771134","Frukt-och bärlikörer","10710255","38","Nederländerna","Bols","6x50 cl"
"Giffard Green Apple","Renbjer & Magnusson AB","727964","Frukt-och bärlikörer","GCR025","20","Frankrike","Giffard","6x70 cl"
"Macallan Amber 40%","Edrington Sweden AB","715299","Maltwhisky","10030018","40","Storbritannien","Macallan-Glenlivet P.L.C","6x70 cl"
"Bowmore 12 years","Edrington Sweden AB","771424","Maltwhisky","11380002","40","Storbritannien","Morrison's Bowmore Distillery","6x70 cl"
"Galipette Cidre Brut","Multibev AB","722441","Torr/halvtorr","8928803K","4.5","Frankrike","","24x33 cl"
"Sartori Mont'Albano Nero d'Avola Organic","Amka Vinimport AB","721493","Medel fylligt","X5366MA0201","13","Italien","","6x75 cl"
"Taittinger Brut Reserve","We & Wine AB","770710","Frankrike","990026001","12","Frankrike","Taittinger","6x75 cl"
"Rémy Martin VSOP","Nigab AB","768994","Vindestillat","17201","40","Frankrike","Rémy Martin","6x70 cl"
"Ventiterre Insolia Chardonnay","Pernod Ricard Sweden AB","714735","Halvtorrt","1050250","12.5","Italien","_","6x75 cl"
"Falcon Export","Carlsberg Sverige AB","768568","Ljus lager","21618","5.2","Sverige","Carlsberg Sverige AB","15x50 cl"
"Charles de Fere 20 cl","Viva Wine & Spirits Group AB","714744","Torrt","742504","11.5","Frankrike","Charles de Fere","24x20 cl"
"Luxardo Maraschino Originale","Nigab AB","712406","Frukt-och bärlikörer","8073802","32","Italien","Luxardo","6x50 cl"
"Amaretto di Saschira","Nigab AB","724872","Choklad-,kaffe- och nötlikörer","8023202","28","Italien","","6x50 cl"
"De Kuyper Butterscotch","Pernod Ricard Sweden AB","713418","Övrig likör","1050553","15","Nederländerna","De Kuyper Royal Distillers","6x50 cl"
"Borgo San Leo Garganega Veneto IGT 75cl","Pernod Ricard Sweden AB","715118","Halvtorrt","1050292","11","Italien","","6x75 cl"
"Baileys Original Irish Cream 20 x 5 cl","Diageo Sweden AB","768614","Gräddlikör","9029755","17","Irland","R&A Bailey","4x20x5 cl"
"Tommasi Ripasso","Hermansson & Co AB","774301","Medel fylligt","8720101","13","Italien","Tommasi","12x75 cl"
"Bols Coffee","Edrington Sweden AB","720330","Choklad-,kaffe- och nötlikörer","10710369","24","Nederländerna","Bols","6x50 cl"
"Dom Perignon 2009","Moet Hennessy Sverige","721450","Frankrike","9051641","12.5","Frankrike","Dom Perignon","6x75 cl"
"Smirnoff Blueberry","Diageo Sweden AB","701662","Sprit","9017247","37.5","Italien","Diageo","6x70 cl"
"José Cuervo Especial","Arcus Sweden AB","719134","Tequila","1701","38","Mexico","Cuervo","6x70 cl"
"Martini Bianco","Bacardi AB","722171","Sött","9048220","15","Italien","Martini Rossi","6x75 cl"
"Giffard Lychee","Renbjer & Magnusson AB","727970","Frukt-och bärlikörer","GCR027","20","Frankrike","Giffard","6x70 cl"
"Beefeater London Pink","Pernod Ricard Sweden AB","717450","Gin","1050547","37.5","Storbritannien","","6x70 cl"
"Wild Turkey Rye","Nigab AB","724875","Whisky","8550401N","40.5","USA","","6x70 cl"
"Bols Gold Strike","Edrington Sweden AB","769518","Likörer av örter, frön eller b","11770001","50","Nederländerna","Bols","6x50 cl"
"Borgo San Leo Claretto Rosato 75 cl","Pernod Ricard Sweden AB","715127","Italien","1050291","11.5","Italien","","6x75 cl"
"Highland Park 18 years","Edrington Sweden AB","769498","Maltwhisky","10200479","43","Storbritannien","James Grant","6x70 cl"
"Patrón Añejo","Bacardi AB","703518","Tequila","3440042","40","Mexico","","6x70 cl"
"Efes Pilsener","Brill & Co AB","703399","Ljus lager","152701","5","Turkiet","Efes Breweries","20x50 cl"
"Martell Cordon Bleu","Pernod Ricard Sweden AB","798802","Vindestillat","1016815","40","Frankrike","Martell","12x70 cl"
"Absolut Raspberry","Pernod Ricard Sweden AB","783699","Smaksatt vodka","1005649","40","Sverige","V & S","12x70 cl"
"Leffe Blonde","ABInbev Humulus Sweden","711375","Ale","49141","6.6","Belgien","Interbrew","24x33 cl"
"1865 Cabernet Sauvignon","Pernod Ricard Sweden AB","707953","Fylligt","1005772","14.5","Chile","","12x75 cl"
"Da Luca Prosecco Piccolo","Mondo Wine Sweden AB","721565","Torrt","X5303AC2304","11","Italien","","24x20 cl"
"Bacardi 8 años","Bacardi AB","771044","Rom","9038270","40","","Bacardi","6x70 cl"
"Peychaud Bitter","Arcus Sweden AB","719243","Aperitif - bitter","X5172SC3104/12","35","USA","Sazerac Co. Inc","12x14,8 cl"
"Mackmyra Brukswhisky","Mackmyra","705592","Whisky","1043001","41.4","Sverige","Mackmyra Svensk Whisky AB","9x70 cl"
"Giffard Curacao Triple sec Premium","Renbjer & Magnusson AB","798655","Frukt-och bärlikörer","GPR007","40","Frankrike","Giffard","6x70 cl"
"Jameson Gallon","Pernod Ricard Sweden AB","734363","Blended whisky","1007267","40","Irland","John Jameson","1x4,5 l"
"Hernö Navy Strength Gin EKO","Altia Sweden AB","722425","Gin","1024964","57","Sverige","","6x50 cl"
"Haymans Old Tom Gin","Janake Wine Group AB","709093","Gin","8614501","40","Storbritannien","","6x70 cl"
"Chang Beer","Tomp Beer & Spirits AB","720682","Ljus lager","140403","5","Thailand","Cosmo","24x32 cl"
"Karlovacko","Brewery Internat Sweden AB","705585","Ljus lager","202710","5.2","Kroatien","Karlovacka Pivovara","20x50 cl"
"Sambuca Borghetti","Philipson & Söderberg AB","702742","Likörer av örter, frön eller b","1017116","38","Italien","Fratelli Branca","6x70 cl"
"Ballantine's","Pernod Ricard Sweden AB","768788","Blended whisky","1007363","40","Storbritannien","George Ballantine","12x70 cl"
"Waxholm India Pale Ale","Waxholms Bryggeri AB","724884","Ale","30635","5.4","Sverige","","24x33 cl"
"Tini Nero d Avola","Primewine Sweden AB","722527","Medel fylligt","X5226CV0901K","13","Italien","Caviro","6x75 cl"
"Somersby Apple Organic","Carlsberg Sverige AB","704188","Äppelcider","22001","4.5","Sverige","","24x33 cl"
"Romio Prosecco","Primewine Sweden AB","719291","Torrt","X5226CO0301","11","Italien","Caviro","6x75 cl"
"Antica Formula","Renbjer & Magnusson AB","717127","Vermouth","7790802/12","16.5","Italien","","12x37,5 cl"
"Los Monteros Cava Brut","Primewine Sweden AB","724846","Spanien","X5226BM0501","11.5","Spanien","","12x75 cl"
"Lillet Blanc","Pernod Ricard Sweden AB","711584","Övrigt starkvin","1050007","17","Frankrike","","6x75 cl"
"Elegance Chardonnay","Bornicon & Salming AB","718780","Torrt","X5202018301","13","Frankrike","_","6x75 cl"
"Campo Viejo Ecológica 75 cl","Pernod Ricard Sweden AB","723115","Medel fylligt","1050490","13.5","Spanien","","6x75 cl"
"Minttu Black","Pernod Ricard Sweden AB","702058","Likör","1007144","35","Danmark","V & S","12x50 cl"
"Graffigna Shiraz Cabernet Sauvignon","Pernod Ricard Sweden AB","718562","Argentina","1007374","13","Argentina","Graffigna Winery","6x75 cl"
"Brugal XV","Edrington Sweden AB","719097","Rom","10450014","38","Dominikanska Republiken","Brugal & Co. C.por A","6x70 cl"
"La Vielle Ferme red","Enjoy Wine & Spirits AB","715045","Medel fylligt","8834901","14","Frankrike","_","12x75 cl"
"William Fevre Petit Chablis","Primewine Sweden AB","721201","Torrt","7229401","12","Frankrike","William Fèvre","6x75 cl"
"Lapponia Lakka Hjortron Likör","Pernod Ricard Sweden AB","713656","Frukt-och bärlikörer","1050194","21","Finland","","6x50 cl"
"Chateau du Trignon Cotes du Rhone","Pernod Ricard Sweden AB","708052","Fylligt","1050091","13","Frankrike","","12x75 cl"
"De Kuyper Creme de Menthe Green","Pernod Ricard Sweden AB","700839","Likörer av örter, frön eller b","1050562","24","Nederländerna","De Kuyper Royal Distillers","6x50 cl"
"Borgo san Leo Sangiovese","Pernod Ricard Sweden AB","715140","Mindre fylligt","1050290","12","Italien","","6x75 cl"
"Gambrinus","Asahi Brands Europe A.s Tjeck","709589","Ljus lager","1006366","5","Tjeckien","Pilsner Urquell","20x50 cl"
"Les Cardounettes Blanc EKO","Arvid Nordquist Hab","717087","Torrt","47751","12.5","Frankrike","Foncalieu","12x75 cl"
"Kirin Lager Beer","Brewery Internat Sweden AB","772528","Ljus lager","124703","5","Japan","Kirin Brewery","24x33 cl"
"Valhalla","Altia Sweden AB","717041","Aperitif - bitter","1017244","35","Finland","","12x50 cl"
"Tullamore Dew 12 years","Nigab AB","741149","Blended whisky","50501","40","Irland","Tullamore Dew","6x70 cl"
"Cartron Triple Sec","We & Wine AB","798160","Frukt-och bärlikörer","7001102","40","Frankrike","Cartron","6x50 cl"
"Campo Viejo Crianza","Pernod Ricard Sweden AB","770844","Spanien","1007296","12","Spanien","Bodegas y Bebidas","12x75 cl"
"Velvet Falernum","Renbjer & Magnusson AB","712981","Frukt-och bärlikörer","VLF001","11","USA","_","6x70 cl"
"Hernö Juniper Cask Gin EKO","Altia Sweden AB","722426","Gin","1024965","47","Sverige","","6x50 cl"
"Negra Modela 5,4%","ABInbev Humulus Sweden","710165","Mörk lager","52302","5.4","Mexico","","24x35,5 cl"
"Purity Vodka","Galatea AB","700252","Okryddat brännvin","487-01","40","Sverige","","6x70 cl"
"Woodford Reserve","Philipson & Söderberg AB","772958","Bourbon","1002100","45.2","USA","Brown-Forman","6x70 cl"
"Breezer Pineapple","Spendrups Bryggeri AB","708666","Alkohollemonad","2717310","4","Storbritannien","Bacardi","24x27,5 cl"
"Gran Coronas","Wine & Spirits Collective","770698","Spanien","1269701","12","Spanien","Torres","12x75 cl"
"The Balvenie Doublewood 12 years","Nigab AB","770112","Maltwhisky","1047701","40","Storbritannien","The Balvenie","6x70 cl"
"Mariestads Julebrygd","Spendrups Bryggeri AB","798298","Ljus lager","1102601","5.8","Sverige","Spendrups","15x50 cl"
"Amasole Langhe Nebbiolo","Contemporary Wines AB","720897","Italien","X5452PE0101/6","14","Italien","","6x75 cl"
"Jacob's Creek Chardonnay Pinot Noir Brut","Pernod Ricard Sweden AB","701104","Torrt","1007252","11","Australien","Orlando","6x75 cl"
"Stoneleigh Riesling","Pernod Ricard Sweden AB","734819","Torrt","1007225","12.5","Nya Zeeland","Stoneleigh Vineyards","6x75 cl"
"Brugal Blanco Supremo","Edrington Sweden AB","724851","Rom","10360022","40","Dominikanska Republiken","","6x70 cl"
"Giffard Crême de Framboises","Renbjer & Magnusson AB","706541","Frukt-och bärlikörer","GCR011","18","Frankrike","Giffard","6x50 cl"
"Henri Abelé Brut Traditionelle","Henkell & Co Sverige AB","799248","Frankrike","","12.5","Frankrike","Henri Abelé","6x75 cl"
"Sarpa Barrique di Poli Grappa","Bibendum AB","799002","Pressrestsdestillat","1006857","40","Italien","Jacapo Poli","6x70 cl"
"Amasole Ripasso Superiore della Valpolicella","Contemporary Wines AB","720898","Italien","7643701/6","14","Italien","","6x75 cl"
"Cartron Crème de Mûre des Roncières","We & Wine AB","798156","Frukt-och bärlikörer","8046102","18","Frankrike","Cartron","6x50 cl"
"Prohibition Zinfandel","Primewine Sweden AB","720285","Fylligt","7429901K","14.5","USA","_","12x75 cl"
"Wild Turkey 101 Proof","Nigab AB","712177","Bourbon","8584901N","50.5","USA","Austin Nichols","12x70 cl"
"Rinquinquin Peach","Renbjer & Magnusson AB","723151","Aperitif - bitter","ARQ001","15","Frankrike","","6x75 cl"
"Martell VSOP aged in red barrels","Pernod Ricard Sweden AB","725403","Vindestillat","1050577","40","Frankrike","Martell","6x70 cl"
"Grängesberg RG","Spendrups Bryggeri AB","717964","Ljus lager","1172001","5","Sverige","Spendrups","15x50 cl"
"Pisco Capel Especial","Nigab AB","724251","Vindestillat","8660501N","35","Chile","Pisco Capel","6x70 cl"
"Kenwood Zinfandel","Pernod Ricard Sweden AB","722275","Medel fylligt","1050430","14.5","USA","","6x75 cl"
"Mickey Finn Sour Apple","Herida Aurum AB","705752","Frukt-och bärlikörer","9019797","15","Nederländerna","Toorank","6x50 cl"
"Zlatopramen Premium","Brewery Internat Sweden AB","708186","Ljus lager","202560","4.9","Tjeckien","","20x50 cl"
"MACK by Mackmyra","Mackmyra","720329","Blended whisky","85591-01","40","Sverige","Mackmyra Svensk Whisky AB","6x70 cl"
"Absolut Mango","Pernod Ricard Sweden AB","700448","Smaksatt vodka","1007381","40","Sverige","The Absolut Spirits Company","12x70 cl"
"Sagatiba Pura Cristalina","Nigab AB","709335","Rom","8694701","38","Brasilien","Campari International","6x70 cl"
"Carlsberg Export","Carlsberg Sverige AB","749649","Ljus lager","22165","4.2","Danmark","Carlsberg Sverige AB","24x33 cl"
"Fuller's London Pride","Arvid Nordquist Hab","798754","Mellanmörk ale","35552","4.7","Storbritannien","Fullers","12x50 cl"
"Castillo Molina Chardonnay Reserve","Pernod Ricard Sweden AB","711525","Torrt","1005653","13","Chile","Viña San Pedro","6x75 cl"
"Tabalí Sauvignon Blanc","Pernod Ricard Sweden AB","723447","Torrt","1005843","14","Chile","Viña San Pedro","12x75 cl"
"Paulaner Hefe Weissbier","Spendrups Bryggeri AB","710152","Öl","2136112","5.5","Tyskland","Paulaner Brauerei","12x50 cl"
"Don Julio Blanco","Diageo Sweden AB","721443","Tequila","9045502","38","Mexico","","6x70 cl"
"Giffard Pink Grapefruit","Renbjer & Magnusson AB","720281","Frukt-och bärlikörer","GCR001","16","Frankrike","Giffard","6x50 cl"
"Minttu Laqriz","Pernod Ricard Sweden AB","725431","Likör","1050602","16","Finland","","12x50 cl"
"Waqar Pisco","Barkonsult AB","719655","Vindestillat","00801","40","Chile","","6x70 cl"
"Mud House Pinot Noir","Mondo Wine Sweden AB","719705","Medel fylligt","X5303AC0801","13.5","Nya Zeeland","","6x75 cl"
"Gut Hermannsberg Riesling","Enjoy Wine & Spirits AB","710931","Torrt","7338601","12.5","Tyskland","_","6x75 cl"
"Moncaro Bianco Organic EKO","Viva Wine & Spirits Group AB","720290","Torrt","WMMC01","12","Italien","Terre Cortesi Moncaro","12x750 ml"
"Chablis Domaine du Chardonnay","Pernod Ricard Sweden AB","709764","Halvtorrt","1050113","13","Frankrike","","6x75 cl"
"Giffard Menthe Pastille","Renbjer & Magnusson AB","717473","Likörer av örter, frön eller b","8781601/6","24","Frankrike","Giffard","6x70 cl"
"Plymouth Gin","Pernod Ricard Sweden AB","769116","Gin","1050109","41.2","Storbritannien","","6x70 cl"
"Auchentoshan 12 years","Edrington Sweden AB","725709","Maltwhisky","12020003","40","Storbritannien","Morrison's Bowmore Distillery","6x70 cl"
"Bols Crème de Cacao Brown","Edrington Sweden AB","771132","Choklad-,kaffe- och nötlikörer","10710266","24","Nederländerna","Bols","6x50 cl"
"Minttu Peppermint","Pernod Ricard Sweden AB","725695","Övrig likör","1050543","35","Finland","","1x24x4 cl"
"Cobra Beer","Carlsberg Sverige AB","704170","Ljus lager","13482","4.8","Indien","","12x66 cl"
"Carrington Brut Vintage","Pernod Ricard Sweden AB","796376","Torrt","1007250","12","Australien","Pernod Ricard","6x75 cl"
"Cartron Fruits de Passion","We & Wine AB","798912","Frukt-och bärlikörer","8021702","25","Frankrike","Cartron","6x50 cl"
"La Vilette GSM","Wicked Wine Sweden AB","723738","Medel fylligt","LVGSM14","13","Frankrike","","6x75 cl"
"Moët & Chandon Imperial Brut","Moet Hennessy Sverige","768734","Torrt","9012641","12","Frankrike","Moët & Chandon","6x75 cl"
"Sandeman's Invalid Port","Pernod Ricard Sweden AB","799094","Sött","1007310","19","Portugal","Sandeman","12x75 cl"
"Nils Oscar God Lager","Nils Oscar AB","771900","Ljus lager","110033","5.3","Sverige","Nils Oscar Bryggeri och Bränne","20x33 cl"
"One Wine Rouge PET","Bornicon & Salming AB","714869","Frankrike","X5202004204","13","Frankrike","Paul Sapin","24x18,7 cl"
"Birra Moretti","Spendrups Bryggeri AB","708869","Ljus lager","2143311","4.6","Sverige","Spendrups","24x33 cl"
"Bols Strawberry","Edrington Sweden AB","771562","Frukt-och bärlikörer","10710339","17","Nederländerna","Bols","6x50 cl"
"Star of Bombay","Bacardi AB","718336","Gin","9038991","47.5","Storbritannien","Bombay Spirits","6x70 cl"
"Santa Ana Classic Rosé","Viva Wine & Spirits Group AB","705367","Argentina","7133401","12.5","Argentina","Bodegas Santa Ana","12x75 cl"
"Casa vinironia Appassimento Speciale","Viva Wine & Spirits Group AB","711381","Fylligt","210901","13","Italien","Giertz Vinimport AB","12x75 cl"
"Franziskaner Hefe","ABInbev Humulus Sweden","711383","Veteöl","6525","5","Tyskland","Spaten","20x50 cl"
"Hemisferio Sauvignon blanc","Wine & Spirits Collective","706413","Torrt","X5129MT5701","13.5","Chile","Miguel Torres","12x75 cl"
"Campo Viejo Reserva","Pernod Ricard Sweden AB","770850","Spanien","1007298","12.5","Spanien","Bodegas y Bebidas","12x75 cl"
"Kyrö Napue Gin","Hermansson & Co AB","720770","Gin","8775602","46.3","Finland","","6x50 cl"
"Kopke Fine Ruby Port","Primewine Sweden AB","772848","Sött","804801","20","Portugal","Kopke","12x75 cl"
"Jacob´s Creek Shiraz","Pernod Ricard Sweden AB","795903","Medel fylligt","1050037","13.2","Australien","Pernod Ricard","6x75 cl"
"San Miguel Especial","Brewery Internat Sweden AB","710472","Ljus lager","21824","5.4","Spanien","San Miguel Fabricas de Cerveza","24x33 cl"
"Monkey shoulder","Nigab AB","713461","Blended whisky","8583101","46","Storbritannien","_","6x70 cl"
"Viña Maipo Chardonnay","Vct Sweden","702891","Torrt","7218508","13","Chile","Viña Maipo","4x3 l"
"Cartron Watermelon","We & Wine AB","721535","Frukt-och bärlikörer","7018202","18","Frankrike","Cartron","6x50 cl"
"Bacardi Anejo Cuatro","Bacardi AB","720000","Rom","3440032","40","","","6x70 cl"
"Sauza Extra Gold","Edrington Sweden AB","768836","Tequila","11150111","38","Mexico","Sauza","6x70 cl"
"Moncaro Sangiovese","Viva Wine & Spirits Group AB","721097","Medel fylligt","WMMC09","12","Italien","Terre Cortesi Moncaro","12x75 cl"
"Fuller's India Pale Ale","Arvid Nordquist Hab","700443","Ale","45228","5.3","Storbritannien","Fullers","12x50 cl"
"Cartron Sureau Fläder","We & Wine AB","717603","Frukt-och bärlikörer","8302602","20","Frankrike","Cartron","6x50 cl"
"Mezcal San Cosme 40 %","Barkonsult AB","720647","Mezcal","00757","40","Mexico","","6x70 cl"
"Don Julio 1942","Diageo Sweden AB","717421","Tequila","9037072","38","Mexico","","6x70 cl"
"Plantation XO 20th","Spendrups Bryggeri AB","709546","Rom","2715923","40","Barbados","Spendrups","6x70 cl"
"Candyman Raspberry Liquorice","Viva Wine & Spirits Group AB","716932","Övrig likör","87041010","25","Nederländerna","United Drinks","6x70 cl"
"Gunroom 12 Botanicals Gin","Renbjer & Magnusson AB","721741","Gin","GRG002","40","Storbritannien","","6x70 cl"
"Sambuca dei Cesari","Nigab AB","704052","Likörer av örter, frön eller b","8006602","38","Italien","Luxardo","6x50 cl"
"Giffard Melon","Renbjer & Magnusson AB","702751","Frukt-och bärlikörer","GCR005","20","Frankrike","Giffard","6x50 cl"
