"Product_Name","Supplier_Name","Article_Number","Category","Volumn","Alcohol_Percent","Country","Producer","Package"
"Livio Pavese Grappa Barbera Invecchiata","Viva Wine & Spirits Group AB","723847","Pressrestsdestillat","CW03501","40","Italien","Jean Biecher","6x50 cl"
"Pol Roger Brut","Ward Wines AB","729583","Frankrike","18432","12","Frankrike","Pol Roger","6x75 cl"
"Bouchard Aine & Fils Chardonnay","Viva Wine & Spirits Group AB","717592","Torrt","82534010","13","Frankrike","Bouchard Aîné","12x75 cl"
"Dreissigacker Pinot & Co","Bornicon & Salming AB","720621","Tyskland","x5202018501","12","Tyskland","","12x75 cl"
"Noble Vines The One","Enjoy Wine & Spirits AB","720331","Fylligt","7895301","14.5","USA","","12x75 cl"
"Galliano Ristretto","Edrington Sweden AB","704252","Likörer av örter, frön eller b","10900005","30","Nederländerna","","6x50 cl"
"Nicolas Feuillatte Millésime Blanc de Blancs","Enjoy Wine & Spirits AB","711478","Frankrike","759201","12","Frankrike","","6x75 cl"
"London No 1 Gin","Just Brands In Sweden AB","722491","Gin","JB16091","47","Storbritannien","","6x70 cl"
"Jacob's Creek Reserve Riesling","Pernod Ricard Sweden AB","700753","Torrt","1016721","12","Australien","Jacobs Creek","6x75 cl"
"Åhus Akvavit","Pernod Ricard Sweden AB","724736","Kryddat brännvin","1050529","38","Sverige","The Absolut Spirits Company","6x70 cl"
"Chimay Röd","Tomp Beer & Spirits AB","722719","Ale","89847-03","7","Belgien","Chimay","24x33 cl"
"Montelobos Mezcal 100% Agave Ensamble","Aliassmith AB","725721","Mezcal","40004","45.3","Mexico","","6x70 cl"
"Masi Masianco","Vinunic AB","791079","Torrt","241501/6","12.5","Italien","Masi","6x75 cl"
"Brokers Gin 40%","Arcus Sweden AB","719570","Gin","8499101","40","Storbritannien","","6x70 cl"
"Veuve Clicquot Sec","Moet Hennessy Sverige","768754","Frankrike","9003497","12","Frankrike","Veuve Clicquot","6x75 cl"
"O.P. Anderson Miniature mix 10x5 cl EKO","Altia Sweden AB","723935","Kryddat brännvin","1021838","37","Sverige","V & S","8x10x5 cl"
"Bacardi Superior Heritage","Bacardi AB","715655","Rom","9045518","44.5","Mexico","Bacardi","6x70 cl"
"Brugal Siglo De Oro","Edrington Sweden AB","716604","Rom","10390008","40","Dominikanska Republiken","","6x70 cl"
"Fee Brothers Bitters Plum","Fine Brands","716562","Aperitif - bitter","X5482004204","9.12","USA","_","12x15 cl"
"Passo Sardo Cannonau di Sardegna","Vinovativa","725246","Medel fylligt","3430007","14","Italien","Enoitalia","6x75 cl"
"The Bitter Truth Peachbitters","Barkonsult AB","713292","Aperitif - bitter","00726","39","Tyskland","","12x20 cl"
"Mesta Tempranillo Red Organic EKO","Amka Vinimport AB","720892","Medel fylligt","X5366ME0401","14","Spanien","","12x75 cl"
"Normindia Gin FL 70cl","Galatea AB","723376","Gin","481-01","41.4","Frankrike","Coquerel","6x70 cl"
"La Spinetta Langhe Nebbiolo","Enjoy Wine & Spirits AB","708115","Medel fylligt","9224801","14","Italien","La Spinetta","12x75 cl"
"Original Long Drink BRK","Arvid Nordquist Hab","725224","Drinkar","49562","5.5","Finland","","24x33 cl"
"Stepp Scheurebe Beerenauslese","Oenoforos AB","717952","Torrt","7662502","10.5","Tyskland","G P Winery","12x37,5 cl"
"Fee Brothers Bitters Celery","Fine Brands","716548","Aperitif - bitter","X5482003204","1.29","USA","_","12x15 cl"
"Dolcetto d'Alba","Oenoforos AB","712934","Medel fylligt","233101","13.5","Italien","Orlando Abrigo","12x75 cl"
"Amundsen Apocalyptic Thunder Juice NEIPA BRK","Cask Sweden AB","724906","Ale","3268415","6.5","Norge","","24x33 cl"
"Mineralstein Riesling","Oenoforos AB","715268","Torrt","7161401","10.5","Tyskland","G P Winery","6x75 cl"
"Ugly Duck Miami Vice","Brewery Internat Sweden AB","714587","Ljus ale","21626","4.8","Danmark","_","24x33 cl"
"Atlantico Gran Reserva GF","Fine Brands","723617","Rom","X5482AT0301","40","Dominikanska Republiken","Atlantico","6x70 cl"
"Les Vignerons Merlot Rosé","Stellan Kramer AB","720928","Frankrike","X5031GP3401/12","12","Frankrike","","12x18,7 cl"
"Ballast Point Sculpin IPA","Cask Sweden AB","723809","Ale","8992803","7","USA","","24x35,5 cl"
"Ron Barceló Imperial 700 ml","Hermansson & Co AB","724562","Rom","8706701","38","Dominikanska Republiken","","6x70 cl"
"Grey Goose","Bacardi AB","706276","Okryddat brännvin","9042580","40","Frankrike","","1x4,5 l"
"Tequila Corralejo Reposado","Renbjer & Magnusson AB","728462","Tequila","8623701/6","38","Mexico","Tequilera Corralejo","6x70 cl"
"Donna di Valiano","Enjoy Wine & Spirits AB","708108","Torrt","7165301","13","Italien","Piccini","6x75 cl"
"Amundsen Lush Raspberry Berliner Weisse BRK","Cask Sweden AB","724913","Ale","3268315","5.3","Norge","","24x33 cl"
"Masi Modello","Vinunic AB","771440","Italien","X5037MS3801","12","Italien","Masi","12x75 cl"
"Tajano Organic Wine EKO","Enjoy Wine & Spirits AB","714346","Medel fylligt","609001","13","Italien","Umani Ronchi","12x75 cl"
"Jägermeister Manifest","Nigab AB","724710","Aperitif - bitter","8173301N","38","Tyskland","Mast-Jägermeister AG","6x1 l"
"Stolichnaya Gold","Multibev AB","724926","Okryddat brännvin","7072201","40","Ryssland","SPI Limited","6x70 cl"
"Ancho Reyes Liqueur 40% alc. 700 ml","Aliassmith AB","719923","Övrig likör","8013001","40","Mexico","","6x70 cl"
"Anthon Berg Cream Liqueur","Viva Wine & Spirits Group AB","723908","Gräddlikör","8207002","17","Danmark","","6x50 cl"
"Taylors Late Bottled Vintage","Vinunic AB","729551","Sött","8274401/6","20","Portugal","Taylor Fladgate & Yeatman","6x75 cl"
"The Glenlivet Archive 21 years","Pernod Ricard Sweden AB","736948","Maltwhisky","1007355","43","Storbritannien","The Glenlivet","3x70 cl"
"Cotes du Rhone Villages Plan de Dieu","Mondo Wine Sweden AB","719041","Fylligt","X5303LD0201","12.5","Frankrike","Cellier des Dauphins","6x75 cl"
"Bols Bokma Genever","Edrington Sweden AB","781543","Genever","11520005","38","Nederländerna","Bols","6x70 cl"
"1800 Tequila Reserva Anejo","Arcus Sweden AB","717138","Tequila","9221601","38","Mexico","Jose Cuervo International","6x70 cl"
"Bouchard La Vigne Pinot Noir","Primewine Sweden AB","720596","Frankrike","542101K","12.5","Frankrike","Bouchard Père & Fils","6x75 cl"
"Bitburger Premium Pils","Galatea AB","767926","Pils","156503","4.8","Tyskland","Bitburger Brauerei","24x33 cl"
"Stoneleigh Rapaura Sauvignon Blanc","Pernod Ricard Sweden AB","712426","Halvtorrt","1050142","13","Nya Zeeland","Pernod Ricard Pacific","6x75 cl"
"Villa Massa Limoncello","Nigab AB","701219","Frukt-och bärlikörer","8623102","30","Italien","Zamora","6x50 cl"
"Ron Botran Añejo Blanca","Arcus Sweden AB","720346","Rom","11501/6","40","Guatemala","","6x70 cl"
"Château du Trignon Rasteau","Pernod Ricard Sweden AB","725418","Vin","1050549","14.5","Frankrike","","12x75 cl"
"Calvados Pays D original","We & Wine AB","776174","Äppelbrännvin","8021201","40","Frankrike","Lecompte","6x70 cl"
"Chill Out D&F Shiraz Rosé","Altia Sweden AB","725037","USA","1019435","12.5","USA","","4x3 l"
"Limoncello Bottega","Multibev AB","722674","Frukt-och bärlikörer","X5401BT0102","30","Italien","","6x50 cl"
"Mythos Lager","Carlsberg Sverige AB","724337","Lager","12235","4.7","Grekland","","20x50 cl"
"Ron Quorhum XO","Cask Sweden AB","715671","Rom","9024830","42","Dominikanska Republiken","_","6x50 cl"
"Mezzo Rosé","Hermansson & Co AB","713288","Italien","1535901","12","Italien","","12x75 cl"
"Strathisla 12 years","Pernod Ricard Sweden AB","738090","Maltwhisky","1050154","43","Storbritannien","Chivas","6x70 cl"
"Youngs Double Chocolate Stout","Tomp Beer & Spirits AB","720975","Stout","160603","5.2","Storbritannien","","24x33 cl"
"Gotlands Bittar","Spendrups Bryggeri AB","704164","Aperitif - bitter","1709323","38.5","Sverige","Gotlands Bryggeri","6x70 cl"
"Poggio Bonelli Chianti Classico","Wine & Spirits Collective","725627","Medel fylligt","7614701","14","Italien","Poggio Bonelli","12x750 ml"
"Xanté Sour","Altia Sweden AB","725155","Övrig likör","1024663","15","Sverige","","12x50 cl"
"Bernard Premium Lager 50 cl","Galatea AB","718141","Ljus lager","1700-01","4.9","Tjeckien","Bernard","20x50 cl"
"Farina Soave Classico","We & Wine AB","725236","Vin, Sprit och Starköl","7239101","12.5","Italien","Azienda Vinicola Farina","6x0,75 l"
"Salmos","Wine & Spirits Collective","707607","Spanien","7301901","14.5","Spanien","Torres","6x75 cl"
"Norrlands Guld ljus EKO","Spendrups Bryggeri AB","721258","Ljus lager","1173011","4.7","Sverige","Spendrups","24x33 cl"
"Devils Corner Pinot Noir","Bibendum AB","716399","Medel fylligt","1018645","13","Australien","_","6x75 cl"
"Dubonnet","Pernod Ricard Sweden AB","773709","Vermouth","1016623","14.8","Frankrike","Ricard","6x75 cl"
"Gran Maestro Appassimento Bianco","Janake Wine Group AB","725124","Torrt","7605201","12.5","Italien","","12x75 cl"
"Negroamaro Salento  IGT Masseria Altemura 75 cl","Pernod Ricard Sweden AB","715001","Medel fylligt","1050268","13","Italien","_","6x75 cl"
"Da Vinci Chianti Fiasco","Primewine Sweden AB","721270","Medel fylligt","X5226CL1201","12.5","Italien","Cantine Leonardo da Vinci","12x75 cl"
"Glenmorangie 18 years","Moet Hennessy Sverige","771482","Maltwhisky","9014478","43","Storbritannien","Glenmorangie","6x70 cl"
"Weihenstephaner Hefe Weissebier","Galatea AB","713026","Ljus lager","1526-01","5.4","Tyskland","_","20x50 cl"
"Armagnac de Montal VSOP","Symposion International AB","707762","Vindestillat","7025601/6M","43","Frankrike","Armagnac Montal","6x70 cl"
"Sancerre Trésor des Gabares","Primewine Sweden AB","719215","Torrt","X5226BI0101","12.5","Frankrike","Biovidis","12x75 cl"
"Spirit of Hven Navy Strength Gin EKO","Spirit Of Hven Backafalls AB","723903","Maltwhisky","Hven 917","57.1","Sverige","Spirit of Hven Backafallsbyn","6x50 cl"
"Glendronach Original 12 years","Nigab AB","700760","Maltwhisky","42501N","43","Storbritannien","The Glendronach","1x70 cl"
"Galliano L Apertivo","Edrington Sweden AB","719458","Likörer av örter, frön eller b","10900115","24","Nederländerna","Lucas Bols","6x50 cl"
"Suntory Roku","Edrington Sweden AB","725904","Vin, Sprit och Starköl","13540005","43","","Munson Shaw","6x700 ml"
"Nils Oscar Scotch Ale","Nils Oscar AB","723519","Ale","130033","8.2","Sverige","","20x33 cl"
"Graham Beck Brut","Enjoy Wine & Spirits AB","789111","Sydafrika","763901","13","Sydafrika","Graham Beck","12x75 cl"
"Mezza di Mezzacorona","Enjoy Wine & Spirits AB","723755","Sött","X50080561801","12","Italien","Mezzacorona","6x75 cl"
"Carnegie Porter","Carlsberg Sverige AB","701931","Porter","21978","5.5","Sverige","Carlsberg Sverige AB","24x33 cl"
"Crémant de Loire Brut","Arvid Nordquist Hab","798562","Torrt","29021","12.5","Frankrike","Langlois-Château","12x75 cl"
"Darling Cellars Premium Shiraz","Amka Vinimport AB","722417","Fylligt","7486601","14.5","Sydafrika","Darling Cellars","6x75 cl"
"Ribeauville Riesling EKO","Skrubbes Wines AB","721249","Torrt","RV001-01","12","Frankrike","","6x75 cl"
"Erdinger Weissbier Dunkel","Carlsberg Sverige AB","705697","Veteöl","22478","5.3","Tyskland","Erdinger","12x50 cl"
"Norrlands Guld Export","Spendrups Bryggeri AB","718285","Ljus lager","1152340","5.3","Sverige","Spendrups","24x50 cl"
"Ambar Gluten Fri","Multibev AB","723554","Öl","X5401AM0202","5.2","Spanien","","24x33 cl"
"Tommasi Monte Croce Passito Bianco 2008","Hermansson & Co AB","703789","Italien","7455902","13","Italien","Tommasi","12x37,5 cl"
"Dom Perignon Magnum","Moet Hennessy Sverige","716457","Champagne rosé","9049040","12.5","Frankrike","Dom Perignon","3x150 cl"
"Ruida Domo Blanco","Enjoy Wine & Spirits AB","724754","Torrt","X50080570001","11","Spanien","Enjoy Wine & Spirits","12x75 cl"
"Touraine Sauvignon Vallée Fleurie Organic","Primewine Sweden AB","724367","Torrt","X5226BI0301","13","Frankrike","Les Grands Chais de France","6x75 cl"
"R de Roubine","Carovin AB","724771","Frankrike","7503901","13","Frankrike","Ch. Roubine","12x75 cl"
"Beaujolais Fleurie La Reserve","Primewine Sweden AB","719960","Mindre fylligt","X5226BO2401","12.5","Frankrike","","12x75 cl"
"Oppigårds New Sweden IPA","Tomp Beer & Spirits AB","726037","Ljus ale","220035","6.2","Sverige","","20x33 cl"
"Bols Apricot Brandy","Edrington Sweden AB","798100","Frukt-och bärlikörer","10710234","24","Nederländerna","Bols","6x50 cl"
"Saar Riesling","Primewine Sweden AB","722409","Torrt","7974701","12","Tyskland","","6x75 cl"
"Marolo Pigato","Wicked Wine Sweden AB","710382","Pressrestsdestillat","61410300","44","Italien","Santa Teresa","6x70 cl"
"Langlois-Château Sancerre Whites","Arvid Nordquist Hab","724235","Torrt","47501","12.5","Frankrike","Langlois-Château","12x75 cl"
"Domaine  Houchart Provence Rosé","Pernod Ricard Sweden AB","718205","Frankrike","1050349","12.5","Frankrike","Bodegas Domecq","6x150 cl"
"Bombardier Premium Bitter","Tomp Beer & Spirits AB","709891","Ale","152901","5.2","Storbritannien","","12x50 cl"
"Finlandia","Philipson & Söderberg AB","768820","Okryddat brännvin","1011752","38","Finland","Primalco","12x70 cl"
"La Terre Blanches Sancerre","Philipson & Söderberg AB","719805","Torrt","1021484","12.5","Frankrike","","6x75 cl"
"Champagne Deutz Brut Classic","Swedish Brand AB","721287","Frankrike","7487","12","Frankrike","Deutz","6x75 cl"
"La Tourelle Syrah","Tomp Beer & Spirits AB","721037","Medel fylligt","7004901","12.5","Frankrike","Badet Clement & Cie","12x75 cl"
"Ventiterre Chianti","Pernod Ricard Sweden AB","723955","Medel fylligt","1050522","13","Italien","Zonin","6x75 cl"
"Chateau Le Peuy Saincrit Saint-Émilion 75 cl","Pernod Ricard Sweden AB","716539","Fylligt","1050307","13.5","Frankrike","_","6x75 cl"
"Masi Levarie Soave Classico","Vinunic AB","768272","Torrt","X5037MS4401/12","12","Italien","Masi","12x75 cl"
"Torres 20 Hors d'Age Brandy","Wine & Spirits Collective","768404","Vindestillat","7034401","40","Spanien","Torres","6x70 cl"
"Glenmorangie Signet","Moet Hennessy Sverige","701443","Maltwhisky","9003482","46","Storbritannien","Glenmorangie","6x70 cl"
"La Spinetta Ca di Pian","Enjoy Wine & Spirits AB","704314","Fylligt","7392601","14","Italien","La Spinetta","12x75 cl"
"Black Bottle Blended Scotch Whisky 40%","Bibendum AB","725051","Blended whisky","1013253","40","Storbritannien","","6x70 cl"
"Dow's Ruby Port","Ward Wines AB","799075","Sött","8816401","19","Portugal","Silva & Cosens","6x75 cl"
"Diemersdal Matys Sauvignon Blanc","Bornicon & Salming AB","714608","Torrt","7566801","14","Sydafrika","Diemersdal","12x75 cl"
"Tapatio Blanco Agave","Cask & Co","719783","Tequila","750","40","Mexico","","12x50 cl"
"San Pedro Late Harvest","Pernod Ricard Sweden AB","721601","Halvsött","1050390","12.3","Chile","","12x37,5 cl"
"Tommasi Adorato Appassionato","Hermansson & Co AB","709614","Halvtorrt","214701","13","Italien","Tommasi","12x75 cl"
"Plantation Jamaica 45,2% 70cl EG","Spendrups Bryggeri AB","725714","Rom","2715723","42","Jamaica","","1x70 cl"
"GIOL Pinot Grigio Organic","Hermansson & Co AB","725157","Vin, Sprit och Starköl","2461573801","12.5","Italien","Azienda Agricola GIOL","6x75 cl"
"Stepp Riesling","Oenoforos AB","721055","Torrt","71490-01","13.5","Tyskland","","6x75 cl"
"Läckö Slottsaquavit EKO","Altia Sweden AB","772770","Kryddat brännvin","1013418","38","Sverige","V & S","12x50 cl"
"Cava Ramiro II Brut EKO","Domaine Wines Sweden AB","722722","Torrt","X512210401","12","Spanien","Grandes Vinos y Vinedos S.A","6x75 cl"
"Linie Double Cask","Arcus Sweden AB","714134","Kryddat brännvin","8419101","42","Danmark","Arcus","6x70 cl"
"Sasseo Primitivo Salento","Pernod Ricard Sweden AB","716955","Fylligt","1050257","14.5","Italien","","6x75 cl"
"Sancerre Rouge Crochet","Enjoy Wine & Spirits AB","709787","Medel fylligt","7295501","13","Frankrike","","12x75 cl"
"Hvenus Rye Whisky","Spirit Of Hven Backafalls AB","725972","Whisky","Hven934","45","Sverige","","6x50 cl"
"Wakefield Shiraz","Enjoy Wine & Spirits AB","722932","Fylligt","630501","14","Australien","Wakefield Wines","6x75 cl"
"Pet Nat Vol. 2","Enjoy Wine & Spirits AB","724007","Torrt","X50080562901","11","Österrike","Weingut Gunderloch","6x75 cl"
"Cocchi Aperitivo Americano","Oenoforos AB","719093","Torrt","7778701","17","Italien","Giulio Cocchi","6x75 cl"
"Absolut Mixt Cloudberry Apple 25 cl","Pernod Ricard Sweden AB","725226","Likör","1050528","5","Sverige","The Absolut Spirits Company","12x25 cl"
"Brunello di Montalcino","Carovin AB","721885","Fylligt","12357-01","14.5","Italien","","12x75 cl"
"Rånäs Piemonte Barbera D.O.C","Mondo Wine Sweden AB","723079","Medel fylligt","7549101","13.5","Italien","_","6x75 cl"
"Tarani Gamay Rosé IGP","Amka Vinimport AB","720719","Frankrike","X5366TG0501","12","Frankrike","","6x75 cl"
"Mauro Chardonnay","Oenoforos AB","710110","Torrt","3200801","12.5","Italien","Oenoforos AB","12x75 cl"
"Absolut Mixt Blueberry Lime 25 cl","Pernod Ricard Sweden AB","725228","Likör","1050527","5","Sverige","The Absolut Spirits Company","12x25 cl"
"Löitens Aquavit ***","Arcus Sweden AB","799156","Kryddat brännvin","6002/12A","40","Norge","Arcus","12x50 cl"
"Pierre & Paul Extra Pale","Viva Wine & Spirits Group AB","725213","Frankrike","7707401","11.5","Frankrike","","6x75 cl"
"Miller 4,7% 33 cl","Spendrups Bryggeri AB","726008","Vin, Sprit och Starköl","2102111","4.7","USA","Spendrups","24x33 cl"
"Banks 5","Bacardi AB","723421","Rom","3440002","43","Nederländerna","","6x70 cl"
"Moët & Chandon Imperial Brut Jeroboam","Moet Hennessy Sverige","720189","Frankrike","9013203","12","Frankrike","Moët & Chandon","1x3 l"
"Facundo Parasio","Bacardi AB","720080","Rom","9042568","40","Mexico","","3x70 cl"
"Beefeater London Dry Gin  12 x 5 cl","Pernod Ricard Sweden AB","722375","Gin","1007362","40","Storbritannien","James Burrough","10x12x5 cl"
"Agave de Cortes Mezcal Joven","Aliassmith AB","716203","Tequila","384","43","Mexico","","6x70 cl"
"Smirnoff Vodka Black","Diageo Sweden AB","772070","Okryddat brännvin","9043741","40","Ryssland","Diageo","6x70 cl"
"Ölvisholt Freyja","Wicked Wine Sweden AB","714648","Veteöl","Isvete","4.5","Island","","24x33 cl"
"Dr Adam Boker's Bitters","Barkonsult AB","713073","Aperitif - bitter","00750","31.5","Storbritannien","","12x10 cl"
"Mumm Cordon Rouge","Pernod Ricard Sweden AB","700952","Frankrike","1016876","12","Frankrike","Mumm","12x37,5 cl"
"Raiza Rioja Tinto Crianza","We & Wine AB","708847","Medel fylligt","7921201","11.5","Spanien","Vicente Gandía","6x75 cl"
"Meantime London Pale Ale","Multibev AB","725242","Övrigt öl","100303","4.3","Storbritannien","Meantime Brewing Co","24x33 cl"
"Bols vodka citrus","Edrington Sweden AB","721229","Smaksatt vodka","10710353","37.5","Nederländerna","","6x70 cl"
"Muscat de Beaumes de Venise","Valid Wines","798798","Sött","818101/12","15","Frankrike","Georges Duboeuf","12x75 cl"
"Menabrea Lager","Brewery Internat Sweden AB","715024","Ljus lager","8978603","4.8","Italien","Birra Menabrea AS","24x33 cl"
"Dieu du Ciel Solstice d’été Framboise","Wicked Wine Sweden AB","721375","Ale","FRAMB","5.9","Kanada","","24x34,1 cl"
"Ballantine's 17 years","Pernod Ricard Sweden AB","702334","Blended whisky","1050477","43","Storbritannien","Chivas","12x70 cl"
"Tommasi Caseo Pinot Nero","Hermansson & Co AB","724393","Halvtorrt","1547401","13","Italien","Tommasi","6x75 cl"
"Tanqueray Lovage Gin","Diageo Sweden AB","725208","Gin","744196","47.3","Storbritannien","","6x1 l"
"Barsol Pisco Selecto Torontel","Renbjer & Magnusson AB","716190","Vindestillat","PBS003","40.5","Peru","","6x70 cl"
"Franz Kunstler Riesling","Nigab AB","718490","Torrt","537501","13","Tyskland","Franz Künstler","12x75 cl"
"Fuller's 1845","Arvid Nordquist Hab","724732","Mellanmörk ale","29865","6.3","Storbritannien","Fullers","12x50 cl"
"Indomita Gran Reserva Pinot Noir","Primewine Sweden AB","715987","Medel fylligt","X5226IN0501","14","Chile","Indomita","12x75 cl"
"Eden Valley Chardonnay","Hermansson & Co AB","725439","Torrt","7463401","14","Australien","Berton Wineyards","6x75 cl"
"El Dorado 21 years Old Rum","Philipson & Söderberg AB","702675","Rom","1021002","43","Guyana","Demerara Distillers","6x70 cl"
"Binz & Bratt Pinot Noir Cabernet Sauvignon","Bornicon & Salming AB","700769","Tyskland","7547501","12.5","Tyskland","Wineconsale GmbH","12x75 cl"
"Kronan Punsch","Renbjer & Magnusson AB","716057","Punsch","KRP001","26","Sverige","","12x75 cl"
"Grappa di Moscato Mancucco","Enjoy Wine & Spirits AB","704769","Pressrestsdestillat","23002","43","Italien","Fontanafredda","6x50 cl"
"Blantons Straight from the barrel","Galatea AB","707890","Bourbon","701-01","65","USA","Blanton Distilling Company","6x70 cl"
"Sartori Amarone della Valpolicella DOC","Amka Vinimport AB","704351","Fylligt","7472401","15","Italien","Sartori","6x75 cl"
"Ron Esclavo 15","Herida Aurum AB","723525","Rom","9037332","40","Dominikanska Republiken","","6x70 cl"
"Virtuous Vodka Bitter Lemon EKO","Arcus Sweden AB","724090","Smaksatt vodka","3001201/6","40","Sverige","Arcus","6x70 cl"
"Sitting Bulldog IPA 6,4%","Spendrups Bryggeri AB","718680","Mellanmörk ale","1152511","6.4","Sverige","Spendrups","24x33 cl"
"Innis & Gunn Lager Beer 3000 cl","Tomp Beer & Spirits AB","725036","Ljus ale","300049","4.6","Storbritannien","","1x30 l"
"Skärgårdssnapsar Ekologisk","Saturnus AB","725033","Kryddat brännvin","34091","36.2","Sverige","Saturnus","12x10x5 cl"
"Paulita sauvignon blanc","Janake Wine Group AB","714021","Torrt","3110528","12.5","Chile","Paul Sapin","12x37,5 cl"
"José Cuervo Reserve de la Familia","Arcus Sweden AB","732008","Tequila","1012001","38","Mexico","Cuervo","3x70 cl"
"Herencia de Plata Tequila Reposado 100 % Agave","Aliassmith AB","767549","Tequila","9000661","38","Mexico","Tequilas del Señor SA de CV","6x70 cl"
"Finca Las Moras Love Chardonnay","Philipson & Söderberg AB","725690","Argentina","1020641","13.5","Argentina","Finca Las Moras","6x75 cl"
"Musar Jeune Red","Arvid Nordquist Hab","721413","Fylligt","47791","13","Libanon","Chateau Musar","6x75 cl"
"Château du Breuil Double Maturation","Stellan Kramer AB","720056","Äppelbrännvin","8609801/6","41","Frankrike","Chateau du Breuil","6x70 cl"
"Oppigårds Thurbo Double IPA","Tomp Beer & Spirits AB","722330","Ale","220008","8.5","Sverige","Oppigårds Bryggeri AB","20x33 cl"
"Marolo moscato apres 5 anni","Wicked Wine Sweden AB","707147","Druvdestillat","61410705","42","Italien","Santa Teresa","6x70 cl"
"Barbera del Monferatto DOC","Viva Wine & Spirits Group AB","723121","Medel fylligt","7496001428","14","Italien","Livio Pavese","12x75 cl"
"Bodvar No 1 Pearly Rose","Gastrodev Vin & Sprit AB","725001","Frankrike","15BR617","12","Frankrike","","6x75 cl"
"Château du Breuil VSOP","Stellan Kramer AB","785397","Äppelbrännvin","24701","40","Frankrike","Château du Breuil","6x70 cl"
"Bacardi Superior 48 x 5 cl","Bacardi AB","771552","Rom","9038271","40","Kuba","Bacardi","1x48x5 cl"
"Finca Las Moras Paz Malbec","Philipson & Söderberg AB","717168","Vin","1021446","13.5","Argentina","Las Moras","6x75 cl"
"Gobelsburg Riesling Auslese","Primewine Sweden AB","723900","Österrike","7359502","11.5","Österrike","","6x37,5 cl"
"Vignes D´OC Rouge","Philipson & Söderberg AB","720256","Medel fylligt","1021419","13","Frankrike","","6x750 ml"
"Copa Sabia Brut Res Emocion","Svenska Vinkompaniet","709771","Torrt","CAVA","12.5","Spanien","","6x75 cl"
"Old Bardstown Bourbon","Renbjer & Magnusson AB","723327","Bourbon","OBT001","43","USA","Old Bardstown Distilling Compa","12x75 cl"
"Caves des Perrieres Pouilly Fumé 75 cl","Pernod Ricard Sweden AB","721227","Halvtorrt","1050218","12.5","Frankrike","","12x75 cl"
"Cladach SR18","Diageo Sweden AB","725601","Vin, Sprit och Starköl","744150","57.1","Storbritannien","","6x70 cl"
"Orochata Licor 43","Nigab AB","721559","Gräddlikör","8003301","16","Spanien","","6x70 cl"
"joseph cartron bourgogne Vieux Marc de Bourgogne","We & Wine AB","725857","Pressrestsdestillat","7000901","45","Frankrike","Cartron","6x70 cl"
"AIX Rosé","We & Wine AB","718453","Frankrike","76141016","12.5","Frankrike","","6x75 cl"
"Brugal 1888 40%","Edrington Sweden AB","707382","Rom","10440031","40","Dominikanska Republiken","","6x70 cl"
"Norrlands Guld Export PET","Spendrups Bryggeri AB","712759","Ljus lager","1152339","5.3","Sverige","Spendrups","24x33 cl"
"Camins del Priorat","Primewine Sweden AB","716517","Fylligt","7816601","13.5","Spanien","Alvaro Palacios","12x75 cl"
"Glenkinchie DE18 70 cl","Diageo Sweden AB","725612","Whisky","745459","43","Storbritannien","","6x70 cl"
"Château Grand Tayac Margaux","Mondo Wine Sweden AB","719962","Fylligt","X5303JM0101","13.5","Frankrike","J.J. Mortier","6x75 cl"
"Dalwhinnie DE18 70 cl","Diageo Sweden AB","121864","Whisky","745457","43","Storbritannien","","6x70 cl"
"Crème de Mûres","Multibev AB","720154","Frukt-och bärlikörer","8275002","18","Frankrike","Gabriel Boudier","6x50 cl"
"Ron Aldea Maestro","Herida Aurum AB","725844","Rom","9039975-01","40","Spanien","","6x70 cl"
"Lagar De Cervera Albariño","Winepartners AB","782059","Torrt","2304401","12.5","Spanien","Lagar de Forneros","12x75cl"
"Delas St Esprit","Ward Wines AB","725484","Medel fylligt","7183201","13","Frankrike","Delas","12x75 cl"
"Loimer Riesling","Gullberg By Stockwine AB","711415","Torrt","X5352FL0901","12.5","Österrike","Fred Loimer","12x75 cl"
"Omnipollo Leon","Brill & Co AB","720099","Ale","169301","6.5","Belgien","","6x75 cl"
"Lafage Côté Est Rouge","Primewine Sweden AB","723625","Medel fylligt","X5226DL0101","14","Frankrike","Domaine Lafage","6x75 cl"
"Robert Mondavi Private Selection Pinot Noir","Bibendum AB","724733","Medel fylligt","1006774","13.5","USA","_","12x75 cl"
"CAOL ILA 18 years SR17","Diageo Sweden AB","723807","Maltwhisky","3450026","59.8","Storbritannien","","6x70 cl"
"Petit petit","Janake Wine Group AB","713166","Medel fylligt","7209401","14.5","USA","Mikael & David","12x75 cl"
"Kendall Jackson Vintners Reserve Pinot Noir","Amka Vinimport AB","707075","Medel fylligt","7262301","13.5","USA","Kendall-Jackson","6x75 cl"
"Breezer Pear","Spendrups Bryggeri AB","723435","Alkohollemonad","2755710","4","Storbritannien","Bacardi","24x27,5 cl"
"Bodegas Lan Reserva","Amka Vinimport AB","714183","Fylligt","7942701","13","Spanien","Bodegas Lan SA","6x75 cl"
"Candyman Raspberry Licorice 12x2 cl","Viva Wine & Spirits Group AB","720031","Övrig likör","8704104","25","Danmark","","8x12x2 cl"
"Côte-du-Rhône Rouge Chateau Mont-Redon","Ward Wines AB","718776","Medel fylligt","546101","12.5","Frankrike","Château Mont-Redon","12x75 cl"
